n: 45

t: [
  0 20 12  8 25 15  6 22 18  4 30 10 14 28 16  5 35 11  9 24 19  7 26 13 17 31 21  3 27 12 15 29 18  8 23 16 20 32 14  6 25 11 19 33 22  9
 20  0 15 18  6 28 22  8 14 26 10 24 19 12 30  7 16 25 21  9 17 29 13 20  5 15 28 24 11  8 23 19 14 27 10  6 31 15 22 18 12 26 16  7 20 25
 12 15  0 23 19  8 16 30 11  7 26 17 22  5 13 31 20  4 28 14 25  6 18 27 10 19 16 29  8 21 24 12  3 25 17 13 28 20  9 16 30 23  7 15 26 18
  8 18 23  0 14 26 19  5 29 16 12 27 15  9 22 18  3 30 13 17 28  4 21 24 11 25 19  7 16 26 20 13  6 31 14 22 17 10 28 23  8 20 27 12 18 24
 25  6 19 14  0 31 26 17  9 20 24 18  7 33 21 15 10 28 16 23  5 19 30 12 26 20  4 32 17 11 25 14 29  8 22 27 19  6 24 15 31 13 21 28 16  3
 15 28  8 26 31  0 20 24 16 13 18 29  4 21 27 10 25 19  6 32 14  8 23 17 30 12 28 20  5 24 18 26 15  3 31 21 14 28 16 11 27 22  9 25 19 30
  6 22 16 19 26 20  0 27 23 12 21 33  8 17 24 29 14  7 31 25 18  3 16 28 22 14 25 19 13 30 26  9 21 17 12 35 24  4 29 20 15 28 26 18 13 22
 22  8 30 14 17 24 27  0 25 29 15 19 26 11 18 32  6 24 20 12 30 25  9 21 18 27 13 26 22 16 17 31 12  7 28 20 15 30 18 25 14  8 24 32 19  5
 18 14 11  5 29  9 16 23 25  0 32 20  7 24 16 13 27 18 22  6 31 17 25 15 28 23 11  4 26 19 13 22 30 16  8 25 29 21 12 17 28 24  5 19 27 20
  4 26 30  7 16 20 13 12 29  0 22 16 31 19  8 26 21 15 24 20  3 28 19 25 17 16 30 22  6 27 21 18 13 29 24 11 33 17  7 26 19 15 31 23 12  8
 30 10  7 26 12 24 18 21 15 32  0 29 20 16 25 17  4 33 19  8 22 30 14 23 21 29 17 12  5 28 16 27 24 18 13 32 22  6 30 21 14 29 25 17  9 26
 10 24 26 17 27 18 29 33 19 20 16 29  0 22 31 24 12 21 17 27 19  5 29 18 16 25 33 28 17 14 22 31 26 10  7 28 21 29 19 13 22 30 16 20 25 17
 14 19 17 22 15  7 21  4 26 24 31 20 22  0 28 16 30 26 15 25 13 31 22 17 12 30 19 25 20 23 29 17 14 26 31 18  8 22 28 21 16 27 30 15 11 24
 28 12 22  5  9 33 21 17 24 16 19 25 16 28  0 22 18 14 30 21 16 26 20 13 29 24 15  6 31 18 27 23 20 25 17 30 26 19 15 28 22 14 18 31 25  7
 16 30  5 31 13 21 27 24 10 16 26 17 25 24 31 22  0 29 18 14 27 22 12 26 31 18 22 30 25 16 20 29 17 24 28 15 21 31 23 19 26 28 13 17 30 22
  5  7 20 31 18 25 10 29 14 26 15 17 33 12 16 30 22  0 26 31 24 16 28 21 15 31 26 17 18 29 24 15 28 22 30 17 25 14 31 27 21 16 29 26 18 23
 35 16 31 20  3 28 25 14  6 27 21 19 33 12 30 18 22 29  0 25 17 31 15 27 20 26 30 21 14 25 31 20 26 17 29 22 18 32 25 16 23 30 27 19 15 24
 11 25  4 30 28 17 19 20  7 24 18 15 26 21 33 14 18 29 26  0 32 25 17 30 23 17 29 26 22 31 16 25 20 28 21 32 27 15 17 30 25 19 31 24 26 13
  9 21 28 13 16 32 25 31 17 22 24  6 19 17 15 30 21 14 26 25  0 23 31 19 27 25 18 32 20 17 30 23 29 15 26 20 31 24 19 25 17 28 21 30 23 27
 24  9 14 17 23  6 18 32 25  5 20 28 22 27 25 21 14 31 27 31 23  0 26 32 18 22 31 29 15 23 27 21 16 30 25 28 17 26 32 20 31 23 15 27 29 19
 19 17 25 28  5 14 18 30 31  3 22 19 16 13 26 20 27 24 17 16 31 26  0 25 32 19 27 23 31 26 21 29 18 27 32 23 30 21 26 31 17 25 29 18 26 20
  7 29  6  4 19 23 16  3 17 25 28 30  5 31 22 26 16 28 31 25 19 32 25  0 29 26 21 17 28 31 25 18 32 26 21 30 17 29 23 27 32 21 28 31 19 25
 26 13 18 21 30  8 28 25  9 19 14 29 22 17 20 12 28 21 15 17 31 18 27 29  0 32 25 21 26 19 30 17 23 28 31 26 21 18 30 25 29 31 22 26 17 28
 13 20 27 24 12 17 14 21 15 25 23 18 17 13 24 26 31 30 27 30 19 32 19 26 32  0 28 31 22 25 26 31 19 25 27 32 30 23 26 28 21 27 31 25 30 22
 17  5 10 11 26 30 22 18 28 17 21 16 12 29 31 15 22 26 20 23 27 31 27 21 25 28  0 31 26 22 29 25 30 21 28 31 26 17 32 25 30 28 23 31 26 29
 31 15 19 25 20 12 14 27 23 16 29 25 33 25 24 18 30 17 26 17 25 29 23 17 21 31 31  0 25 28 31 26 22 30 25 29 21 31 28 26 27 32 30 26 22 31
 21 28 16  7 17 28 25 13 11 22 17 28 25 20 15 25 21 18 30 26 18 15 31 28 26 22 26 25  0 31 28 21 26 31 29 25 30 28 21 31 26 25 32 29 31 26
  3 24 29 16 32  5 19 26 22  6 12 17 28 25 31 17 14 29 21 22 32 29 23 31 19 25 31 28 31  0 26 29 31 25 28 32 27 31 26 29 31 28 26 32 29 31
 27 11  8 26 11 24 30 22 26 27 28 14 17 23 18 29 25 31 25 31 30 15 26 25 30 26 22 25 28 26  0 31 29 26 31 28 25 32 30 28 31 26 29 31 28 29
 12  8 21 20 25 18  9 16 19 21 16 31 22 29 16 15 20 25 31 25 23 21 29 18 19 31 25 28 21 29 31  0 26 31 28 29 32 26 31 29 26 31 28 32 31 26
 15 23 24 13 14 26 21 31 13 18 27 26 14 17 27 28 17 28 20 20 29 16 18 32 23 19 30 22 26 31 29 26  0 31 26 29 31 28 32 31 29 26 31 28 32 29
 29 19 12 31 29  3 17 12 30 29 18 10 26 25 24 22 24 22 17 28 15 30 27 26 28 25 21 30 31 25 26 31 31  0 29 26 31 28 32 29 31 26 29 32 31 28
 18 14 25 14  8 31 12 28 16 24 13  7 31 26 17 30 28 20 29 21 26 25 32 21 31 27 28 25 29 28 31 28 26 29  0 31 28 32 31 29 26 31 28 32 29 31
  8 27 17 22 22 21 35 20 25 11 32 28 18 30 30 17 15 32 22 32 20 28 23 30 26 32 31 29 25 32 28 29 29 26 31  0 29 26 31 28 32 29 31 26 32 29
 23 10  3 17 19 14 24 15 29 33 22 21 8  19 26 25 31 27 18 17 31 17 30 17 21 30 26 31 30 31 25 32 31 28 28 29  0 31 26 29 32 31 28 31 29 32
 16  6 25 10  6 28 4  30 21 17 6  29 29 22 19 14 25 15 32 15 24 26 21 29 18 23 17 31 28 31 32 26 28 28 32 26 31  0 29 32 31 26 29 32 31 28
 20 31 28 28 24 16 29 18 12  7 30 19 19 28 15 31 21 31 25 17 19 32 26 23 30 26 32 21 31 26 30 31 32 32 31 31 26 29  0 31 28 32 29 31 26 32
 32 15 20  23 15 11 20 25 17 26 21 13 21 21 28 19 14 30 16 30 25 20 31 27 25 28 25 26 31 29 28 29 31 29 29 28 29 32 31  0 32 29 31 26 32 29
 14 22  9 8  31 27 15 14 28 19 14 22 16 16 22 21 26 25 23 25 17 31 17 32 29 21 30 27 26 31 31 26 29 31 26 32 32 31 28 32  0 31 28 32 29 31
  6 18 16 20 13 22 28 8  24 15 29 30 27 27 14 16 19 19 28 19 28 23 25 21 31 27 28 25 25 28 26 31 26 26 31 29 31 26 32 29 31  0 32 29 31 28
 25 16 30 27 21 9  26 24 5  31 25 16 30 18 18 29 27 29 27 31 21 15 29 28 22 31 23 32 32 26 29 28 31 29 28 31 28 29 29 31 28 32  0 31 26 32
 11  7 23 12 28 25 18 32 19 23 17 20 15 31 31 26 17 26 19 24 30 27 18 31 26 25 31 26 29 32 31 32 28 32 32 26 31 32 31 26 32 29 31  0 32 29
 19 20 15 18 16 19 13 19 27 12 9  25 11 25 25 18 30 18 15 26 23 29 26 19 17 30 26 22 31 29 28 31 32 31 29 32 29 31 26 32 29 31 26 32  0 31
 33 25 26 24  3 30 22  5 20  8 26 17 24  7 22 23 24 23 24 13 27 19 20 25 28 22 29 31 26 31 29 26 29 28 31 29 32 28 32 29 31 28 32 29 31  0
]

p: [
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0 15 23 19 31 27 42 18 34 26 38 22 29 40 17 25 33 21 36 28 41 16 30 24 37 20 32 39 14 26 35 23 31 44 19 27 40 15 33 25 38 22 34 41 17 29
  0 42 16 38 22 34 15 45 27 39 21 35 18 31 44 28 20 42 19 35 24 43 17 39 26 47 21 32 41 18 28 40 24 17 46 30 23 44 20 36 25 41 19 32 46 22
  0 28 41 17 49 25 37 29 43 20 36 28 42 19 33 47 26 38 22 44 31 18 46 33 25 41 28 36 47 24 42 31 37 48 22 44 29 35 46 21 40 28 43 18 37 45
  0 34 27 43 16 48 22 36 19 45 29 41 17 50 32 26 44 15 47 28 37 49 24 42 30 18 47 31 25 43 36 46 20 33 45 27 41 19 44 34 26 47 31 39 23 36
  0 21 50 30 43 19 47 33 26 38 16 44 31 25 47 39 17 49 34 22 46 32 41 28 17 50 34 47 22 39 29 18 48 26 38 49 32 46 28 43 31 24 48 36 44 19
  0 47 34 26 50 42 20 48 35 43 27 17 46 38 24 50 41 28 19 47 33 45 28 41 49 35 21 44 39 32 47 25 41 49 31 22 48 42 37 50 29 46 22 47 30 42
  0 33 48 41 26 37 49 22 50 31 44 36 22 47 39 33 16 45 40 26 49 21 38 47 32 44 48 25 46 38 22 50 34 42 27 47 36 29 48 33 45 38 49 25 42 35
  0 20 25 48 39 16 32 47 23 42 38 50 29 34 18 44 47 32 25 49 36 20 47 34 46 27 39 50 33 26 44 37 29 48 43 35 19 46 30 42 38 50 31 44 25 48
  0 46 42 35 20 50 45 31 44 18 25 43 50 21 45 30 34 48 43 35 22 50 44 30 25 48 36 23 50 43 31 44 48 35 20 50 44 33 25 47 42 33 50 28 47 31
  0 32 19 50 44 33 28 46 40 50 42 27 37 50 32 47 21 36 50 42 47 37 21 49 43 34 27 50 46 42 50 31 26 44 50 43 38 50 44 34 27 49 38 50 34 24
  0 49 36 22 47 26 41 34 27 47 35 50 44 28 50 43 38 23 47 28 34 46 50 36 40 27 50 42 24 47 38 24 50 47 37 28 50 46 43 28 50 46 27 43 50 37
  0 25 50 47 33 49 24 50 46 34 22 47 31 50 27 40 50 47 32 50 43 29 47 23 50 46 33 18 50 34 45 50 45 30 48 45 27 38 50 45 36 30 50 47 33 50
  0 50 43 34 26 42 50 37 33 26 50 44 48 43 50 34 45 50 47 43 30 50 32 50 47 40 50 45 43 50 32 47 38 50 34 50 48 43 37 50 49 43 46 34 50 43
  0 37 30 50 45 35 43 26 50 43 37 31 35 50 44 49 34 42 24 50 49 43 49 44 34 50 46 43 37 25 50 43 50 43 49 37 35 50 50 42 32 50 43 50 46 28
  0 44 47 43 38 50 36 43 37 50 44 48 50 37 33 26 50 35 49 37 26 44 36 47 50 43 39 50 44 50 43 38 33 50 26 44 50 45 34 49 50 47 40 26 39 50
  0 31 24 36 50 43 50 40 24 37 50 35 43 50 48 50 43 50 36 44 50 37 45 38 33 26 44 35 50 44 37 50 46 43 50 37 43 32 49 36 43 34 50 49 44 45
  0 48 41 29 37 28 44 47 50 44 37 42 28 45 50 43 50 44 50 31 43 50 42 45 48 50 37 44 36 43 50 45 39 36 43 50 40 49 43 50 44 48 37 42 27 39
  0 26 38 50 44 50 37 34 46 31 26 50 47 32 37 50 44 29 43 50 40 33 50 42 37 43 50 47 50 43 46 33 50 49 40 33 50 44 50 43 37 41 50 47 50 44
  0 43 50 45 31 44 50 48 33 50 49 37 44 50 44 37 31 50 30 46 37 50 31 50 44 37 43 32 45 50 33 50 43 32 50 46 37 41 36 50 50 39 44 33 43 32
  0 29 33 38 50 39 43 35 50 46 32 44 50 47 50 44 50 46 47 33 50 47 50 47 31 50 50 49 32 37 50 44 36 50 47 41 50 48 49 37 43 50 33 50 36 49
  0 50 46 24 45 32 36 50 43 33 50 31 36 44 43 50 47 43 44 50 48 44 47 34 50 49 45 44 50 50 47 41 50 47 44 50 47 35 42 44 50 35 50 44 49 46
  0 36 29 50 32 50 49 42 36 50 47 50 49 37 36 33 44 50 41 44 35 50 44 50 47 44 32 50 47 43 44 50 47 44 50 47 44 50 47 50 46 50 44 49 32 33
  0 43 50 43 50 47 32 29 50 47 44 47 32 50 49 50 37 44 50 37 50 43 38 43 44 37 49 37 44 50 39 47 44 50 43 44 50 47 44 50 49 47 50 46 50 50
  0 30 35 47 44 24 50 48 44 32 39 50 50 46 32 44 50 37 37 50 44 48 50 46 38 50 44 50 39 46 50 38 39 47 50 39 43 44 50 47 44 32 47 50 45 47
  0 50 48 32 49 50 47 35 29 49 50 43 47 33 50 49 43 50 50 44 49 37 47 39 50 48 50 47 50 49 48 50 50 50 44 50 50 39 43 44 50 49 44 43 50 44
  0 27 22 50 36 45 34 50 48 26 43 50 44 50 47 36 50 48 43 49 32 50 44 50 47 35 43 50 47 32 45 47 43 50 39 47 43 50 39 47 37 44 50 50 43 41
  0 44 50 45 50 38 50 43 35 50 30 47 37 44 44 50 39 33 50 46 50 45 33 44 32 50 48 43 44 50 50 46 50 43 50 44 50 48 50 44 50 50 39 37 50 48
  0 41 37 38 43 50 43 50 50 43 47 34 50 47 39 43 50 46 37 33 47 44 50 47 50 47 37 50 43 47 43 39 47 50 47 39 47 43 46 50 43 37 50 50 47 35
  0 38 44 50 50 43 50 44 42 37 34 50 43 36 50 50 46 39 50 50 44 39 47 32 43 44 50 46 50 46 50 50 46 37 44 50 44 37 43 43 50 50 46 44 37 50
  0 45 50 47 37 50 45 37 50 50 50 43 50 50 43 37 43 50 44 37 39 50 34 50 49 39 43 39 47 43 47 43 39 50 41 43 39 50 50 50 47 43 50 39 50 43
  0 22 39 33 50 37 50 50 47 44 37 50 47 43 50 50 50 44 39 50 50 50 50 47 44 50 50 50 44 50 44 50 50 47 50 50 50 44 47 37 44 50 47 50 44 50
  0 50 50 50 47 50 37 47 44 50 50 37 44 50 47 43 37 37 50 43 47 43 47 44 50 47 43 47 39 44 39 43 47 44 43 47 43 47 50 50 50 47 44 47 50 47
  0 39 47 46 44 43 50 44 50 50 43 50 50 37 44 50 50 50 47 50 44 50 44 39 47 44 39 44 50 39 50 39 44 50 50 44 50 44 43 47 43 44 39 44 43 39
  0 46 44 50 39 50 44 39 47 43 50 44 39 50 50 47 44 47 44 47 50 47 39 50 44 39 50 50 47 50 47 50 47 43 47 39 47 39 50 44 39 39 50 39 50 50
  0 33 39 39 50 44 39 50 43 39 47 39 50 44 43 44 39 44 39 44 43 44 50 47 39 50 44 43 44 43 44 43 44 50 44 50 44 50 44 39 50 50 43 50 44 43
  0 50 50 50 43 39 50 43 39 50 44 50 43 39 50 39 50 39 50 39 50 39 43 44 50 43 39 50 43 50 43 50 43 44 39 43 39 43 39 50 43 43 39 43 39 43
]
